Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g)
61721,Middle Eastern,Rest Middle Eastern,Asian,101945.6947,612317.0824,33155.8832,9797.9034
61722,Middle Eastern,Rest Middle Eastern,Asian,45.2170,266036.3738,52303.3027,6166.2293
61746,Middle Eastern,Rest Middle Eastern,Asian,54808.7465,704793.6828,43399.4789,36086.5293
61889,Middle Eastern,Rest Middle Eastern,Asian,25407.7420,746935.1289,48700.5429,49299.5254
61927,Middle Eastern,Rest Middle Eastern,Asian,94160.2212,462183.0140,15661.5337,1321.1682
61941,Middle Eastern,Rest Middle Eastern,Asian,455.0579,373119.2150,23281.5476,30191.7014
61950,Middle Eastern,Rest Middle Eastern,Asian,184.3740,437116.6965,27634.5043,35270.9422
62263,Southeast Asian,Vietnamese,Asian,112.5857,224455.6687,48470.4746,1928.7083
62274,Southeast Asian,Vietnamese,Asian,131240.4150,524697.7651,1.8439,0.3902
62331,Southeast Asian,Vietnamese,Asian,6916.5066,277192.2480,2763.1530,28625.3700
62367,Southeast Asian,Vietnamese,Asian,8914.7788,247830.8465,47258.0250,2561.3776
62422,Southeast Asian,Vietnamese,Asian,2215.3971,1196729.6140,26058.6919,120271.2538
62437,Southeast Asian,Vietnamese,Asian,185.8317,202659.0184,44900.1210,1146.8172
62451,Southeast Asian,Vietnamese,Asian,10259.0600,415388.2740,4143.1154,42926.0675
62473,Southeast Asian,Vietnamese,Asian,2714.0556,1495123.5670,32555.8055,150281.7839
62513,Southeast Asian,Vietnamese,Asian,24.3352,303522.9450,67328.5085,1794.7162
62521,Southeast Asian,Vietnamese,Asian,21.3865,242545.9390,53872.5658,1398.4713
62559,Southeast Asian,Vietnamese,Asian,2255.9636,249144.1278,47401.0129,5597.6767
62570,Southeast Asian,Vietnamese,Asian,5409.2277,224038.8630,2434.5173,23095.6215
62589,Southeast Asian,Vietnamese,Asian,29.3881,426640.9420,15781.5140,39783.3380
62596,Southeast Asian,Vietnamese,Asian,6998.1974,209018.3492,35343.7327,3161.7880
62662,Southeast Asian,Vietnamese,Asian,17846.4010,486023.9779,5921.8328,47046.9016
62694,Southeast Asian,Cambodian,Asian,6547.1200,282188.5000,6037.2750,28028.4000
62700,Southeast Asian,Cambodian,Asian,62.2389,420753.8036,22448.6883,36748.2807
62728,Southeast Asian,Cambodian,Asian,1817.0203,997449.8450,21737.9004,100252.8997
62754,Southeast Asian,Cambodian,Asian,104.3024,319394.3346,62773.9039,7393.7660
62797,Middle Eastern,Palestinian,Asian,48.5893,390290.7712,119.2153,44077.6323
62814,Middle Eastern,Palestinian,Asian,200.5927,546337.4333,34517.6755,44106.1097
62848,Middle Eastern,Lebanese,Asian,73.1929,969330.7405,61270.1722,78361.3855
62868,Middle Eastern,Lebanese,Asian,9.5410,363442.8500,22974.0067,29387.0032
62999,Middle Eastern,Lebanese,Asian,888.4188,597722.6400,566.4104,67061.0680
63048,Middle Eastern,Lebanese,Asian,6287.5977,446777.4341,4354.3788,46545.5424
63108,Middle Eastern,Lebanese,Asian,51609.0277,284546.8383,3759.5105,8447.6862
63117,Middle Eastern,Lebanese,Asian,42.1666,606169.0427,38294.7815,49015.4966
63144,Middle Eastern,Lebanese,Asian,56640.5767,340293.1950,18421.9143,5454.9566
63261,Middle Eastern,Saudi Arabian,Asian,48825.3296,269359.0893,4716.9010,6287.0778
63482,Southeast Asian,Filipino,Asian,88800.3658,405934.5725,6613.5915,1608.2126
63584,Southeast Asian,Filipino,Asian,191.6592,419714.5621,455.8961,46415.7330
63658,Southeast Asian,Filipino,Asian,1152.7922,509890.0372,31288.1352,41174.4358
63674,Southeast Asian,Filipino,Asian,38469.8100,353708.2500,2287.6005,22897.0335
63682,Southeast Asian,Filipino,Asian,641.8351,315837.9836,13127.7226,28522.7737
63688,Southeast Asian,Filipino,Asian,15976.4842,663030.1429,6729.1424,68654.2927
63764,Southeast Asian,Filipino,Asian,6964.6205,278171.7770,2783.4518,28692.4367
63769,Indian Subcontinent,Indian,Asian,5954.6762,223903.1000,2255.5263,22921.9758
63810,Indian Subcontinent,Indian,Asian,75546.3277,453689.8798,24560.4838,7259.4593
63891,Indian Subcontinent,Indian,Asian,78987.1486,469507.4143,25340.5690,7424.4063
63980,Indian Subcontinent,Indian,Asian,369.7752,206466.9686,44989.4849,1469.5423
64025,Indian Subcontinent,Indian,Asian,8656.0750,601464.8427,51291.8426,42720.4171
64026,Indian Subcontinent,Indian,Asian,55982.8600,684066.5000,9170.2800,47169.7550
64039,Indian Subcontinent,Indian,Asian,21.7491,181303.4520,35546.5876,3243.0495
64044,Indian Subcontinent,Indian,Asian,14.8465,544522.2880,565.9249,60325.1222
64113,Indian Subcontinent,Indian,Asian,4655.3058,286548.0754,32750.3147,14450.4244
64121,Indian Subcontinent,Indian,Asian,100825.7910,403988.5862,13.5829,100.1811
64145,Indian Subcontinent,Indian,Asian,43.3609,403232.2859,71534.6043,10793.6017
64162,Indian Subcontinent,Indian,Asian,6726.8129,332987.1735,3662.3982,34985.9275
64188,Indian Subcontinent,Indian,Asian,32.9650,390468.1501,47292.4144,21007.2953
64199,Indian Subcontinent,Indian,Asian,3883.1596,538440.7409,41092.8229,38777.2229
64247,Indian Subcontinent,Indian,Asian,2734.3379,1495236.0020,32557.6117,150286.1547
64251,Indian Subcontinent,Indian,Asian,40.7056,259061.1780,50771.7204,4640.3683
64308,Indian Subcontinent,Indian,Asian,60.4468,726926.5600,45948.7316,58760.1196
64317,Indian Subcontinent,Indian,Asian,50422.3264,201792.6800,15.3720,15.9576
64327,Indian Subcontinent,Indian,Asian,105.6614,258983.3489,50759.2817,4604.8039
64340,Indian Subcontinent,Indian,Asian,8316.6415,325261.9617,3679.3087,33360.4067
64375,Indian Subcontinent,Indian,Asian,100805.8570,403161.0000,5.3430,14.4000
64399,Indian Subcontinent,Indian,Asian,5388.9621,221072.1700,2204.5436,22887.0346
64525,Indian Subcontinent,Indian,Asian,5593.4782,225319.0414,2496.2054,23138.9113
64544,Indian Subcontinent,Indian,Asian,2859.8512,164580.8991,33621.7608,1460.4322
64591,Indian Subcontinent,Indian,Asian,30.4423,424439.5155,26808.3089,34322.1592
64717,Indian Subcontinent,Indian,Asian,77148.1052,464824.1652,25968.0740,7480.5964
64785,Indian Subcontinent,Indian,Asian,892.1176,594129.1156,71220.1964,32039.5859
64787,Indian Subcontinent,Indian,Asian,9007.2565,390131.9504,43617.5370,19034.0007
64821,Indian Subcontinent,Indian,Asian,12842.4494,635996.5115,7186.8748,66726.1761
64871,Indian Subcontinent,Indian,Asian,54.2059,398376.6462,78451.8684,9182.9340
64902,Indian Subcontinent,Indian,Asian,46.5471,258992.4081,50782.3091,4623.9108
64944,Indian Subcontinent,Indian,Asian,33.9006,363616.7470,22977.0805,29395.1462
65136,Indian Subcontinent,Indian,Asian,5343.2200,222059.2273,2369.0155,22938.1022
65244,Indian Subcontinent,Indian,Asian,5399.3195,224968.5655,2405.7942,23223.6474
65249,Indian Subcontinent,Indian,Asian,257.4656,547966.6772,66274.3886,29428.9045
65304,Indian Subcontinent,Indian,Asian,60663.5705,344294.6327,22962.5349,2113.0306
65308,Indian Subcontinent,Indian,Asian,7.7148,390593.0361,47290.3965,21024.2504
65346,Indian Subcontinent,Indian,Asian,13977.7468,253800.9200,2554.8852,22965.6208
65384,Indian Subcontinent,Indian,Asian,29645.1014,526120.4147,49940.5033,21304.7977
65413,Indian Subcontinent,Indian,Asian,143945.2774,611618.1000,4703.5996,1128.7679
65421,Indian Subcontinent,Indian,Asian,56673.4877,340237.8104,18418.9110,5434.7589
65454,Indian Subcontinent,Indian,Asian,302.0578,207503.3655,1717.9959,22710.8328
65458,Indian Subcontinent,Indian,Asian,2347.6338,900303.8009,19662.1876,90207.6355
65471,Indian Subcontinent,Indian,Asian,11978.2043,676874.9078,77083.4129,33853.6105
65515,Indian Subcontinent,Indian,Asian,76104.2440,456460.8923,24729.1797,7298.9741
65577,Indian Subcontinent,Indian,Asian,5409.3552,221651.6106,2205.2833,22940.5940
65647,Indian Subcontinent,Indian,Asian,51.2496,202947.0466,44893.4210,1247.8787
65694,Indian Subcontinent,Indian,Asian,28.3107,624309.0923,75665.3536,33569.9306
65727,Indian Subcontinent,Indian,Asian,55584.5204,236932.8400,1895.8016,474.9852
65763,Indian Subcontinent,Indian,Asian,7.2901,468147.3720,56746.1295,25176.1244
65843,Indian Subcontinent,Indian,Asian,53948.0000,304395.0000,11676.0000,4515.0000
65895,Indian Subcontinent,Indian,Asian,163.6583,485553.3136,30679.8116,39204.7605
65901,Indian Subcontinent,Indian,Asian,47.2443,585743.9171,70952.7403,31505.4346
66019,Indian Subcontinent,Indian,Asian,1026.8736,328365.1019,72010.7209,1977.5656
66036,Indian Subcontinent,Indian,Asian,31.0628,484820.8950,30632.8508,39201.2583
66039,Indian Subcontinent,Indian,Asian,3432.2729,862911.2012,54000.9903,68638.6035
66055,Indian Subcontinent,Indian,Asian,5405.1398,395625.6685,43250.6680,24035.6446
66081,Indian Subcontinent,Indian,Asian,84.2888,266133.0296,52311.7445,6161.4958
66088,Indian Subcontinent,Indian,Asian,2693.1670,376203.6569,53402.4183,17591.7495
66090,Indian Subcontinent,Indian,Asian,184829.6554,754471.4322,823.3955,1454.4404
66095,Indian Subcontinent,Indian,Asian,159.5138,323718.4029,71830.2826,1843.3979
66118,Indian Subcontinent,Indian,Asian,86116.1206,1029111.1450,74999.0448,44515.5909
66142,Indian Subcontinent,Indian,Asian,6.7566,192813.8301,45561.3002,1169.8027
66196,Indian Subcontinent,Indian,Asian,114.5723,265990.2450,32169.1318,14295.2634
66238,Indian Subcontinent,Indian,Asian,93.2176,908778.9334,57452.5621,73454.1092
66241,Indian Subcontinent,Indian,Asian,6050.6612,829607.1400,40669.4858,71875.1080
66254,Indian Subcontinent,Indian,Asian,97720.0695,713895.2965,34030.9256,23439.8200
66261,Indian Subcontinent,Indian,Asian,6972.0110,277936.2532,2852.2282,28639.8528
66380,Indian Subcontinent,Indian,Asian,2846.7742,278094.1116,53029.0474,6200.6682
66442,Indian Subcontinent,Indian,Asian,75502.2856,453462.5433,24571.5454,7244.8830
66447,Indian Subcontinent,Indian,Asian,90.9883,606225.4755,38309.2965,48993.4546
66496,Indian Subcontinent,Indian,Asian,8.1739,302869.8506,67322.0914,1727.2562
66505,Indian Subcontinent,Indian,Asian,489.9049,1170550.7910,167162.1970,55466.5238
66620,Indian Subcontinent,Indian,Asian,67.1911,390830.0616,47306.7983,21029.4752
66627,Indian Subcontinent,Indian,Asian,111.1898,259772.1813,50789.8000,4678.5336
66630,Indian Subcontinent,Indian,Asian,27.8434,390460.6560,47293.8034,21006.8716
66662,Indian Subcontinent,Indian,Asian,61295.8930,253006.7640,960.8140,542.2562
66669,Indian Subcontinent,Indian,Asian,56.7433,351596.6119,42568.4456,18912.8857
66702,Indian Subcontinent,Indian,Asian,102204.5776,423431.4037,649.0176,1483.4895
66718,Indian Subcontinent,Indian,Asian,20.0761,351490.9079,42568.8252,18914.2885
66773,Indian Subcontinent,Indian,Asian,5358.0857,221210.6318,2205.4679,22915.0230
66801,Indian Subcontinent,Indian,Asian,54931.4836,494728.7850,4675.7392,30616.6564
66802,Indian Subcontinent,Indian,Asian,61346.6600,302626.6552,4878.1384,6260.5328
66870,Indian Subcontinent,Indian,Asian,5446.3302,222005.5770,2306.8711,22915.7636
66888,Indian Subcontinent,Indian,Asian,5471.4467,221417.7738,2199.3374,22886.7809
67052,Indian Subcontinent,Indian,Asian,10.4394,351385.2091,42561.4136,18910.7708
67238,Indian Subcontinent,Indian,Asian,4888.9154,635239.1920,40301.5018,49468.4194
67299,Indian Subcontinent,Indian,Asian,66104.9760,309190.0651,5224.7156,1907.0235
67354,Indian Subcontinent,Indian,Asian,58571.4405,305892.1438,5420.1496,5586.2074
67401,Indian Subcontinent,Indian,Asian,65087.8928,311650.1240,5862.9520,2318.9800
67534,Indian Subcontinent,Indian,Asian,135.0637,303619.8390,67326.1887,1753.5624
67591,Indian Subcontinent,Indian,Asian,38.5551,390615.0351,47294.6169,21020.6809
67672,Indian Subcontinent,Indian,Asian,151278.2014,607211.3650,43.9037,273.9615
67682,Indian Subcontinent,Indian,Asian,97087.3226,396481.8800,732.1358,1807.2160
67731,Indian Subcontinent,Indian,Asian,67570.2705,269267.2000,286.7895,85.8260
67740,Indian Subcontinent,Indian,Asian,45545.3063,551042.2375,7529.0190,37750.1213
67770,Indian Subcontinent,Indian,Asian,5335.3582,221447.5560,2249.9504,22928.7075
67823,Indian Subcontinent,Indian,Asian,5323.1964,221158.7270,2199.3603,22924.8835
67894,Indian Subcontinent,Indian,Asian,101946.5283,612686.6935,33156.0071,9840.5293
67900,Indian Subcontinent,Indian,Asian,63863.2473,834744.4983,359.2458,65508.3875
67906,Indian Subcontinent,Indian,Asian,3733.7277,286380.4590,53668.6505,6247.5608
67907,Indian Subcontinent,Indian,Asian,80769.7434,324010.8050,32.7750,113.1559
68023,Indian Subcontinent,Indian,Asian,94776.5185,459709.3573,6540.6455,6095.3322
68054,Indian Subcontinent,Indian,Asian,6435.2240,318293.2817,3691.1315,33342.3613
68059,Indian Subcontinent,Indian,Asian,50290.9591,191697.2460,2109.5157,352.9709
68082,Indian Subcontinent,Indian,Asian,20.7070,351188.0462,42561.4397,18884.5058
68228,Indian Subcontinent,Indian,Asian,5338.5438,221254.0710,2201.9414,22929.6429
68324,Indian Subcontinent,Indian,Asian,8653.9726,1031866.2380,23317.4294,100896.9451
68413,Indian Subcontinent,Indian,Asian,50657.5660,231381.8620,3762.3104,897.5120
68418,Indian Subcontinent,Indian,Asian,61163.7753,347359.2040,23392.1610,2145.9828
68468,Indian Subcontinent,Indian,Asian,170279.0061,846014.7442,29734.9362,3443.1524
68496,Indian Subcontinent,Indian,Asian,75627.8928,454208.3578,24564.1922,7277.1826
68515,Indian Subcontinent,Indian,Asian,60493.5110,242224.3200,49.2807,19.5040
68605,Indian Subcontinent,Indian,Asian,74815.7500,307077.0000,1358.4240,904.3880
68641,Indian Subcontinent,Indian,Asian,9798.7464,417991.8890,47002.8421,20388.6114
68698,Indian Subcontinent,Indian,Asian,151285.2040,606241.2000,41.9500,140.2140
68764,Indian Subcontinent,Indian,Asian,81529.6494,334072.5550,585.2818,648.6035
68768,Indian Subcontinent,Indian,Asian,89.0647,624998.9035,75678.0515,33621.7344
68926,Indian Subcontinent,Indian,Asian,598.7920,274198.2495,52487.2665,6744.8529
69268,Korean,Korean,Asian,1980.0094,997847.4770,21739.4816,100240.9979
69482,Korean,Korean,Asian,2528.8344,1197581.4060,26046.2331,120222.1505
69531,Korean,Korean,Asian,79924.2823,384983.4228,10565.7176,2702.1040
69631,Southeast Asian,Malaysian,Asian,11139.1469,295769.3280,3395.4538,28659.4831
69639,Southeast Asian,Malaysian,Asian,60725.6610,244678.3760,34.1229,208.0505
69640,Southeast Asian,Malaysian,Asian,239.2887,428199.3430,15800.9284,39854.7401
69654,Southeast Asian,Malaysian,Asian,5375.9856,221396.0397,2214.5814,22923.6479
69669,Southeast Asian,Malaysian,Asian,80.6400,265770.4575,52304.1903,6123.2941
69672,Southeast Asian,Malaysian,Asian,38.5274,391228.8721,47455.1457,21010.7178
69679,Southeast Asian,Malaysian,Asian,6396.1840,317528.2000,3586.4640,33322.0920
69734,Southeast Asian,Malaysian,Asian,5335.4899,689557.9475,58946.5230,48127.1916
69748,Southeast Asian,Malaysian,Asian,66351.0980,318188.3400,4783.8330,2987.8140
69773,Southeast Asian,Malaysian,Asian,79994.2480,310591.0000,65.5480,76.1580
69788,Southeast Asian,Malaysian,Asian,35.4950,1023610.0280,37875.3804,95454.3680
69801,Southeast Asian,Malaysian,Asian,3398.8470,432381.1430,39199.1721,28947.9655
69893,Middle Eastern,Turkish,Asian,92910.3145,408508.5568,3628.0061,2096.1762
69905,Middle Eastern,Turkish,Asian,37.4408,318646.0616,62757.5063,7345.0106
69942,Middle Eastern,Turkish,Asian,83.1157,606704.6317,38340.1698,49037.8368
69945,Middle Eastern,Turkish,Asian,63309.1145,289254.5300,4707.3605,1128.9250
69979,Middle Eastern,Turkish,Asian,49696.8224,247459.4020,8206.3000,1150.6000
69981,Middle Eastern,Turkish,Asian,51156.1305,210660.1367,465.8456,480.1474
70010,Middle Eastern,Turkish,Asian,674.5310,939154.6382,59055.6768,75855.4753
70055,Middle Eastern,Turkish,Asian,11.6443,201896.2157,44881.7713,1146.2757
70088,Middle Eastern,Turkish,Asian,14250.6104,451154.6643,33125.5083,28510.0405
70103,Middle Eastern,Turkish,Asian,36.2341,424500.9677,26889.8185,34288.2507
70114,Middle Eastern,Turkish,Asian,32.3862,487058.7937,30631.4745,39452.9723
70126,Middle Eastern,Turkish,Asian,38.5844,265781.8430,52306.9191,6140.5084
70286,Japanese,Japanese,Asian,117516.1668,517195.7520,6313.9700,2531.2200
70497,Japanese,Japanese,Asian,20.0031,221996.7647,49372.4638,1247.2829
70515,Japanese,Japanese,Asian,100798.0000,403879.4927,197.8871,4.9971
70605,Japanese,Japanese,Asian,252.5864,266486.6490,52324.7796,6117.2281
70671,Japanese,Japanese,Asian,5.0586,682332.3675,25246.3676,63638.1779
70688,Japanese,Japanese,Asian,56808.3568,277904.7800,5764.2384,2826.5902
70706,Japanese,Japanese,Asian,59365.3267,297357.7762,7294.4010,2536.9350
70835,Japanese,Japanese,Asian,574.5081,299293.1966,6528.3284,30064.2648
70841,Japanese,Japanese,Asian,8.5597,256131.5172,9478.8537,23884.8617
70859,Japanese,Japanese,Asian,53.0038,426960.2790,15822.5666,39788.1010
70879,Japanese,Japanese,Asian,28.8539,406562.4451,83711.4225,6894.4876
71151,Japanese,Japanese,Asian,59546.3568,276424.7800,5460.8384,946.9902
71160,Japanese,Japanese,Asian,235.7899,625684.0664,75719.4320,33603.5961
71220,Japanese,Japanese,Asian,40.3635,163435.1527,35904.3379,1124.7500
71327,Japanese,Japanese,Asian,1816.8948,996710.1240,21698.7000,100180.9500
71348,Japanese,Japanese,Asian,47.7343,256102.7920,9471.5115,23869.8579
71376,Japanese,Japanese,Asian,106521.4694,643195.7928,28471.3719,9340.8845
71402,Japanese,Japanese,Asian,2482.7481,193168.0780,37022.9018,2747.2663
71424,Japanese,Japanese,Asian,248.4064,342431.2808,12738.6853,31833.7850
71429,Japanese,Japanese,Asian,5508.2054,221740.3520,2225.8856,22901.9478
71452,Japanese,Japanese,Asian,1122.2970,598346.6700,13043.0901,60120.2826
71514,Japanese,Japanese,Asian,1912.3271,997484.9720,21795.6025,100187.6350
71617,Japanese,Japanese,Asian,50814.2437,244606.8400,5027.6762,2136.5421
71663,Japanese,Japanese,Asian,16.4416,341311.5788,12624.1140,31829.7921
71793,Japanese,Japanese,Asian,7.3395,341151.1650,12622.5682,31816.0737
71914,Japanese,Japanese,Asian,27.8187,183505.9079,40401.6702,1231.7713
72002,Chinese and Mongolian,Mongolian,Asian,57.4251,605998.8955,38298.4703,48984.8879
72022,Chinese and Mongolian,Mongolian,Asian,94.6931,853548.5830,31559.5060,79581.3495
72030,Chinese and Mongolian,Mongolian,Asian,31.5943,265851.2890,52299.6523,6156.2973
72098,Indian Subcontinent,Pakistani,Asian,19.1839,351391.2739,42561.1582,18907.4195
72123,Indian Subcontinent,Pakistani,Asian,1.4768,390210.4851,47287.3356,20991.4805
72151,Indian Subcontinent,Pakistani,Asian,10.1832,241989.6940,83.4295,27329.5018
72154,Indian Subcontinent,Pakistani,Asian,67.8913,404455.7135,39652.7907,25986.9198
72198,Indian Subcontinent,Pakistani,Asian,279.9892,910100.9762,57448.0649,73517.0400
72202,Indian Subcontinent,Pakistani,Asian,522.7054,151418.2616,32303.8862,1282.4228
72203,Indian Subcontinent,Pakistani,Asian,50776.2417,203599.9180,49.4370,40.6541
72237,Indian Subcontinent,Pakistani,Asian,15749.0160,268909.7440,2455.4460,23541.5971
72245,Indian Subcontinent,Pakistani,Asian,63926.7778,292117.4890,4710.7334,1172.9056
72257,Indian Subcontinent,Pakistani,Asian,55353.8710,208179.8725,1800.8374,286.6834
72264,Indian Subcontinent,Pakistani,Asian,75567.3634,453868.8321,24554.8758,7270.4555
72278,Indian Subcontinent,Pakistani,Asian,2642.7800,198426.8465,40964.1391,1692.6554
72293,Indian Subcontinent,Pakistani,Asian,17.3552,202053.2197,44882.7876,1161.5491
72297,Indian Subcontinent,Pakistani,Asian,68883.1116,331068.4200,6817.2580,3317.4944
72324,Indian Subcontinent,Pakistani,Asian,256.1707,187150.1779,40375.8566,1544.4805
72346,Indian Subcontinent,Pakistani,Asian,4.5780,186125.2255,40370.7595,1545.5262
72360,Indian Subcontinent,Pakistani,Asian,81698.4190,397978.0800,12171.0160,2794.8750
72373,Indian Subcontinent,Pakistani,Asian,2068.4512,158055.8991,32643.5208,1307.1322
72401,Indian Subcontinent,Pakistani,Asian,94476.7632,568146.4077,30756.3718,9147.6660
72421,Middle Eastern,Iraqi,Asian,45.3087,605982.7640,38291.6818,48992.9688
72497,Middle Eastern,Iraqi,Asian,160.4593,485774.9400,30677.4967,39230.7336
72536,Australian,Australian,Australasian,66041.1855,256215.0000,23.1535,60.1980
72581,Australian,Australian,Australasian,141140.5264,564483.6800,15.3720,15.9576
72584,Australian,Australian,Australasian,145.9441,404443.2575,79583.9870,9278.1331
72587,Australian,Australian,Australasian,5406.8634,221149.1820,2223.6840,22904.0730
72598,Australian,Australian,Australasian,7027.5468,332404.2094,5129.5435,34158.9930
72600,Australian,Australian,Australasian,2217.9061,205999.2050,42085.1872,1905.4565
72610,Australian,Australian,Australasian,6395.7180,274193.1000,3424.9800,26780.5980
72713,Australian,Australian,Australasian,6416.5662,317990.9180,3491.8376,33411.8809
72717,Australian,Australian,Australasian,108185.5918,493166.3307,4305.7644,4979.5371
72743,Australian,Australian,Australasian,161375.6233,645216.5617,14.4972,3.9265
72749,Australian,Australian,Australasian,56643.8011,340103.5410,18416.9934,5434.0507
72750,Australian,Australian,Australasian,23.8189,251981.4569,263.2747,27911.6744
72775,Australian,Australian,Australasian,100816.2303,403074.7340,5.2201,0.6531
72791,Australian,Australian,Australasian,9.7421,322817.6303,71810.1821,1813.8208
72825,Australian,Australian,Australasian,74.6233,162568.5572,35942.1397,992.2021
72846,Australian,Australian,Australasian,1502.8353,479082.3671,10239.8169,48664.0298
72859,Australian,Australian,Australasian,27981.7595,352683.2500,1178.1860,28051.4600
72895,Australian,Australian,Australasian,146080.7714,574464.3465,4071.0054,1811.1249
72975,Australian,Australian,Australasian,67.8397,265690.3355,52312.4208,6117.9127
72981,Australian,Australian,Australasian,75545.2768,453725.8900,24559.8864,7264.0348
73007,Australian,Australian,Australasian,42081.7501,518084.8929,6980.6750,35851.4962
73009,Australian,Australian,Australasian,50419.8480,202598.5175,23.6433,110.3022
73021,Australian,Australian,Australasian,97.6577,314424.4192,37925.7321,16977.1686
73084,Australian,Australian,Australasian,478.8132,203780.4600,265.4910,22710.2036
73086,Australian,Australian,Australasian,710.5531,406466.1990,520.1600,45411.5100
73108,Australian,Australian,Australasian,7002.2321,209095.8107,35349.5790,3168.0155
73115,Australian,Australian,Australasian,56466.7011,272007.7910,5478.6424,2475.9176
73160,Australian,Australian,Australasian,241.4959,268010.3884,52330.3056,6286.2505
73167,Australian,Australian,Australasian,145111.4895,607595.4059,3382.5749,3094.2899
73185,Australian,Australian,Australasian,48963.8936,222103.6800,6292.9704,745.5916
73260,Australian,Australian,Australasian,50973.5650,215606.0000,791.9950,1821.5200
73280,Australian,Australian,Australasian,1356.0392,706625.5360,29100.7544,63976.8777
73316,Australian,Australian,Australasian,38.8228,265460.8215,52299.7564,6108.0544
73344,Australian,Australian,Australasian,17.8936,201880.4733,44884.4636,1141.0058
73368,Australian,Australian,Australasian,9801.2608,1291678.2430,54807.6713,113905.4493
73369,Australian,Australian,Australasian,6636.5153,947915.6234,80033.6841,67103.4409
73427,Australian,Australian,Australasian,48.1483,270254.4112,53297.7150,6162.8710
73441,Australian,Australian,Australasian,1280.0501,404407.0939,7617.6646,41570.7061
73444,Australian,Australian,Australasian,57179.5595,306547.3822,17664.0524,1176.7091
73455,Australian,Australian,Australasian,140.9272,399001.0222,78468.5971,9204.6107
73559,Australian,Australian,Australasian,16.7354,402849.1219,50108.1803,21051.5429
73594,Australian,Australian,Australasian,6667.2253,276545.9200,2778.9389,28646.9959
73613,Australian,Australian,Australasian,171237.2429,917680.3424,32988.2708,9589.6481
73622,Australian,Australian,Australasian,56435.9748,228370.8735,2437.1926,1928.8160
73626,Australian,Australian,Australasian,7.6921,241894.0479,31520.0410,11945.7971
73629,Australian,Australian,Australasian,76592.8559,447494.2413,1110.6986,15539.9951
73639,Australian,Australian,Australasian,7.8570,302771.6863,67325.4957,1714.4039
73660,Australian,Australian,Australasian,43.6497,318518.7848,62767.5566,7323.8731
73720,Australian,Australian,Australasian,2210.0018,1196270.8690,26052.1320,120223.4564
73722,Australian,Australian,Australasian,55997.8040,683710.7167,9078.6500,47167.5567
73724,Australian,Australian,Australasian,932.8686,404454.7102,71990.5406,12518.9090
73741,Australian,Australian,Australasian,18.6199,308479.6581,16457.9287,26953.7067
73767,Australian,Australian,Australasian,5344.7229,221095.2850,2218.3548,22898.5807
73768,Australian,Australian,Australasian,0.0791,265321.2755,52292.1557,6110.9571
73794,Australian,Australian,Australasian,70512.4231,271301.7500,606.9730,91.1553
73808,Australian,Australian,Australasian,15362.0688,265467.4600,2508.3526,22548.9900
73819,Australian,Australian,Australasian,1231.3296,272170.4800,4264.3596,28211.0924
73846,Australian,Australian,Australasian,7.3915,390142.1728,47291.7276,20979.2678
73915,Australian,Australian,Australasian,61.0194,265918.0887,52327.9049,6140.1840
73931,Australian,Australian,Australasian,11269.5600,237317.6777,41153.9853,1702.7737
73944,Australian,Australian,Australasian,76850.7798,510614.3751,25255.8783,12835.0998
73954,Australian,Australian,Australasian,99752.6173,380888.7435,4295.5493,677.2334
74077,Australian,Australian,Australasian,37.4937,303739.3213,67328.1349,1812.1794
74096,Australian,Australian,Australasian,62146.4760,240023.6000,3422.9790,331.2210
74126,Australian,Australian,Australasian,9.5636,238721.6613,47064.3679,5487.7576
74143,Australian,Australian,Australasian,9783.1547,292388.4584,49473.7673,4409.1286
74151,Australian,Australian,Australasian,157205.7202,897901.5970,54959.8323,8133.2416
74182,Australian,Australian,Australasian,3039.8122,1597509.4440,34803.3149,160519.9559
74206,Australian,Australian,Australasian,58.8503,150448.4751,32309.0557,1385.4939
74210,Australian,Australian,Australasian,50.0453,824660.3709,94239.7287,48942.9309
74322,Australian,Australian,Australasian,4.4497,463610.0600,64759.1021,20705.0430
74376,Australian,Australian,Australasian,39.6847,265890.2490,52300.9755,6156.3925
74378,Australian,Australian,Australasian,848.8943,431980.8533,17794.3391,39099.3311
74379,Australian,Australian,Australasian,133053.3600,531946.8000,0.0000,0.0000
74410,Australian,Australian,Australasian,86829.6201,511109.9233,26151.4002,7904.1789
74416,Australian,Australian,Australasian,16018.7207,309094.3133,1158.2150,27861.5152
74494,Australian,Australian,Australasian,51637.2327,771764.7703,42872.4005,44189.3518
74502,Australian,Australian,Australasian,190564.9388,754000.6200,1679.1480,227.9440
74511,Australian,Australian,Australasian,43.1974,265626.3375,52302.2863,6124.5097
74528,Australian,Australian,Australasian,7.4454,1023652.6310,37898.7719,95461.2663
74532,Australian,Australian,Australasian,271.4610,290930.4276,77.2400,32755.0883
74553,Australian,Australian,Australasian,3.6132,605792.6185,38284.1479,48991.6531
74565,Australian,Australian,Australasian,180.9574,269255.9015,52422.7546,6435.0790
74579,Australian,Australian,Australasian,1.4556,201742.2717,44880.9352,1133.5243
74638,Australian,Australian,Australasian,1478.6384,785911.7233,32415.4154,71141.0971
